outcome,week_end,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Deaths,2023-05-20,30-49,0.0,0.0,0.0,0.0,0.0,108712,278401.0,347297.0,0,0.0,0.0,30,49
Hospitalizations,2022-11-05,30-49,15.3,3.6,2.9,4.2,5.3,117430,276538.0,347053.0,18,10.0,10.0,30,49
Cases,2021-08-21,30-49,286.6,118.0,0.0,2.4,0.0,249126,508434.0,0.0,714,600.0,0.0,30,49
Deaths,2023-02-11,65-79,2.5,4.6,0.6,0.5,4.2,40183,43393.0,171693.0,1,2.0,1.0,65,79
Cases,2021-05-22,All,109.7,11.3,0.0,9.7,0.0,1335903,1010820.0,0.0,1465,114.0,0.0,999,999
Hospitalizations,2022-06-04,80+,63.9,63.4,81.7,1.0,0.8,26586,12627.0,45272.0,17,8.0,37.0,80,200
Deaths,2023-06-24,18-29,0.0,0.0,0.0,0.0,0.0,74402,214137.0,161700.0,0,0.0,0.0,18,29
Cases,2022-07-09,18-29,295.2,142.3,255.2,2.1,1.2,93482,214304.0,156355.0,276,305.0,399.0,18,29
Hospitalizations,2022-11-05,80+,59.4,61.6,46.7,1.0,1.3,25236,11367.0,47086.0,15,7.0,22.0,80,200
Hospitalizations,2023-10-07,18-29,0.0,0.9,0.0,0.0,0.0,71968,214276.0,161803.0,0,2.0,0.0,18,29
Cases,2023-02-11,50-64,240.8,64.5,92.4,3.7,2.6,34058,125536.0,246859.0,82,81.0,228.0,50,64
Deaths,2023-06-17,All,0.0,0.0,0.1,0.0,0.0,533523,860344.0,1040706.0,0,0.0,1.0,999,999
Deaths,2021-12-18,18-29,0.0,0.0,0.0,0.0,0.0,143348,288118.0,46808.0,0,0.0,0.0,18,29
Hospitalizations,2022-09-24,All,10.6,4.6,7.3,2.3,1.5,595648,841554.0,1036367.0,63,39.0,76.0,999,999
Hospitalizations,2021-12-11,50-64,141.2,13.2,0.0,10.7,0.0,62340,258308.0,92192.0,88,34.0,0.0,50,64
Hospitalizations,2022-10-15,18-29,3.5,0.9,0.6,3.9,5.8,86242,211934.0,161484.0,3,2.0,1.0,18,29
Cases,2022-12-24,80+,112.7,351.8,303.5,0.3,0.4,24842,11369.0,47114.0,28,40.0,143.0,80,200
Deaths,2022-01-22,18-29,0.9,0.0,0.0,0.0,0.0,116024,239720.0,103823.0,1,0.0,0.0,18,29
Hospitalizations,2022-12-10,80+,72.2,87.9,82.8,0.8,0.9,24925,11373.0,47104.0,18,10.0,39.0,80,200
Hospitalizations,2023-11-11,18-29,4.4,1.4,0.6,3.1,7.3,68798,215294.0,162511.0,3,3.0,1.0,18,29
Cases,2023-02-25,50-64,274.7,78.0,94.8,3.5,2.9,33861,125587.0,246869.0,93,98.0,234.0,50,64
Deaths,2021-09-18,65-79,12.5,0.5,0.0,25.0,0.0,63900,193739.0,0.0,8,1.0,0.0,65,79
Hospitalizations,2021-05-01,65-79,55.3,5.2,0.0,10.6,0.0,86807,152729.0,0.0,48,8.0,0.0,65,79
Deaths,2023-10-28,18-29,0.0,0.0,0.0,0.0,0.0,70076,214953.0,162196.0,0,0.0,0.0,18,29
Hospitalizations,2023-11-04,65-79,18.5,13.6,12.2,1.4,1.5,37857,44044.0,172280.0,7,6.0,21.0,65,79
Deaths,2023-09-02,All,0.0,0.0,0.1,0.0,0.0,527182,860288.0,1040815.0,0,0.0,1.0,999,999
Hospitalizations,2022-05-07,80+,22.4,60.5,40.6,0.4,0.6,26811,13219.0,44353.0,6,8.0,18.0,80,200
Hospitalizations,2023-05-27,80+,4.1,0.0,14.9,0.0,0.3,24542,11384.0,47129.0,1,0.0,7.0,80,200
Cases,2022-12-31,50-64,332.6,101.3,128.4,3.3,2.6,34879,125419.0,246812.0,116,127.0,317.0,50,64
Deaths,2022-09-17,30-49,0.0,0.0,0.0,0.0,0.0,123875,275892.0,346825.0,0,0.0,0.0,30,49
Cases,2023-06-17,50-64,18.3,5.6,13.0,3.3,1.4,32757,125738.0,246922.0,6,7.0,32.0,50,64
Hospitalizations,2022-04-09,65-79,10.4,9.8,5.0,1.1,2.1,48264,51105.0,159712.0,5,5.0,8.0,65,79
Hospitalizations,2021-11-13,65-79,40.1,13.7,1.8,2.9,22.3,57295,146087.0,56482.0,23,20.0,1.0,65,79
Deaths,2022-09-17,50-64,2.5,0.0,0.0,0.0,0.0,39763,125132.0,246490.0,1,0.0,0.0,50,64
Deaths,2021-07-24,30-49,0.4,0.0,0.0,0.0,0.0,272185,492321.0,0.0,1,0.0,0.0,30,49
Deaths,2022-08-13,18-29,0.0,0.0,0.0,0.0,0.0,91761,212510.0,159319.0,0,0.0,0.0,18,29
Cases,2022-09-03,50-64,335.4,123.4,155.8,2.7,2.2,40251,125600.0,245831.0,135,155.0,383.0,50,64
Deaths,2022-05-07,30-49,0.0,0.0,0.0,0.0,0.0,130589,286382.0,331646.0,0,0.0,0.0,30,49
Deaths,2023-01-14,80+,16.1,17.6,10.6,0.9,1.5,24777,11372.0,47117.0,4,2.0,5.0,80,200
Deaths,2022-09-10,50-64,0.0,0.0,0.4,0.0,0.0,40087,125285.0,246259.0,0,0.0,1.0,50,64
Hospitalizations,2023-06-17,65-79,5.1,2.3,3.5,2.2,1.5,39420,43432.0,171735.0,2,1.0,6.0,65,79
Hospitalizations,2022-06-25,80+,60.4,73.3,59.0,0.8,1.0,26485,12274.0,45782.0,16,9.0,27.0,80,200
Hospitalizations,2023-08-19,30-49,4.7,0.4,1.4,11.8,3.4,107178,278399.0,347317.0,5,1.0,5.0,30,49
Hospitalizations,2023-07-29,50-64,9.2,0.0,2.4,0.0,3.8,32542,125729.0,246933.0,3,0.0,6.0,50,64
Cases,2022-07-30,30-49,361.8,177.2,244.9,2.0,1.5,126589,278749.0,342597.0,458,494.0,839.0,30,49
Deaths,2023-07-01,80+,0.0,0.0,0.0,0.0,0.0,24502,11383.0,47130.0,0,0.0,0.0,80,200
Cases,2022-04-02,50-64,108.5,36.7,68.7,3.0,1.6,45178,138856.0,227154.0,49,51.0,156.0,50,64
Cases,2022-04-30,65-79,155.1,108.7,133.3,1.4,1.2,47714,49691.0,162052.0,74,54.0,216.0,65,79
Deaths,2023-08-05,50-64,0.0,0.0,0.0,0.0,0.0,32496,125728.0,246934.0,0,0.0,0.0,50,64
Hospitalizations,2022-01-08,All,107.4,55.2,28.7,1.9,3.7,771844,1058475.0,641998.0,829,584.0,184.0,999,999
Hospitalizations,2022-08-13,30-49,10.3,5.8,4.4,1.8,2.3,125984,277655.0,344132.0,13,16.0,15.0,30,49
Deaths,2021-04-03,30-49,0.8,0.0,0.0,0.0,0.0,506745,105885.0,0.0,4,0.0,0.0,30,49
Hospitalizations,2022-06-11,All,8.0,7.0,7.5,1.1,1.1,640279,874417.0,979825.0,51,61.0,73.0,999,999
Hospitalizations,2023-01-28,65-79,44.6,23.1,19.2,1.9,2.3,40317,43381.0,171689.0,18,10.0,33.0,65,79
Cases,2021-12-11,30-49,669.8,258.5,87.1,2.6,7.7,181110,452975.0,121631.0,1213,1171.0,106.0,30,49
Deaths,2022-09-03,30-49,0.0,0.0,0.3,0.0,0.0,125170,276368.0,345994.0,0,0.0,1.0,30,49
Deaths,2021-06-12,18-29,0.0,0.0,0.0,0.0,0.0,236542,236566.0,0.0,0,0.0,0.0,18,29
Deaths,2022-11-05,50-64,0.0,0.0,0.0,0.0,0.0,36895,125268.0,246677.0,0,0.0,0.0,50,64
Hospitalizations,2021-09-04,18-29,14.8,0.3,0.0,49.3,0.0,188921,294893.0,0.0,28,1.0,0.0,18,29
Cases,2022-08-20,18-29,243.9,84.4,144.5,2.9,1.7,91431,212198.0,159858.0,223,179.0,231.0,18,29
Hospitalizations,2023-11-18,65-79,16.0,18.1,18.0,0.9,0.9,37394,44197.0,172519.0,6,8.0,31.0,65,79
Cases,2023-07-29,30-49,23.3,18.3,19.3,1.3,1.2,107515,278402.0,347313.0,25,51.0,67.0,30,49
Hospitalizations,2021-11-06,All,12.1,4.0,5.0,3.0,2.4,953486,1465628.0,120427.0,115,59.0,6.0,999,999
Cases,2022-11-12,30-49,171.5,75.2,106.6,2.3,1.6,116651,276645.0,347072.0,200,208.0,370.0,30,49
Deaths,2023-06-24,80+,0.0,0.0,4.2,0.0,0.0,24509,11383.0,47130.0,0,0.0,2.0,80,200
Cases,2021-07-17,All,47.0,18.3,0.0,2.6,0.0,1181533,1367281.0,0.0,555,250.0,0.0,999,999
Deaths,2022-07-02,65-79,0.0,2.2,1.8,0.0,0.0,46481,46183.0,167465.0,0,1.0,3.0,65,79
Deaths,2023-04-15,65-79,0.0,0.0,1.7,0.0,0.0,39800,43431.0,171719.0,0,0.0,3.0,65,79
Hospitalizations,2022-12-31,80+,72.5,132.0,82.8,0.5,0.9,24824,11367.0,47117.0,18,15.0,39.0,80,200
Hospitalizations,2021-07-03,18-29,0.9,0.4,0.0,2.2,0.0,224760,262359.0,0.0,2,1.0,0.0,18,29
Cases,2023-11-25,All,69.5,28.7,50.6,2.4,1.4,505372,862658.0,1048252.0,351,248.0,530.0,999,999
Deaths,2021-10-09,50-64,10.3,0.3,0.0,34.3,0.0,77460,331279.0,0.0,8,1.0,0.0,50,64
Cases,2023-08-12,18-29,51.6,13.5,24.1,3.8,2.1,73575,214133.0,161715.0,38,29.0,39.0,18,29
Deaths,2022-02-12,30-49,3.6,0.7,0.3,5.1,12.0,139578,302103.0,296569.0,5,2.0,1.0,30,49
Deaths,2023-04-29,80+,0.0,0.0,2.1,0.0,0.0,24593,11384.0,47127.0,0,0.0,1.0,80,200
Deaths,2023-03-18,30-49,0.0,0.0,0.0,0.0,0.0,110250,278001.0,347269.0,0,0.0,0.0,30,49
Hospitalizations,2023-05-27,30-49,0.9,0.7,0.6,1.3,1.5,108550,278401.0,347299.0,1,2.0,2.0,30,49
Hospitalizations,2022-08-27,All,15.0,7.9,10.7,1.9,1.4,606382,844687.0,1026640.0,91,67.0,110.0,999,999
Deaths,2021-10-30,18-29,0.0,0.0,0.0,0.0,0.0,165307,313568.0,7958.0,0,0.0,0.0,18,29
Deaths,2023-11-11,30-49,0.0,0.0,0.0,0.0,0.0,100910,279296.0,348677.0,0,0.0,0.0,30,49
Hospitalizations,2022-04-23,50-64,11.3,2.2,3.9,5.1,2.9,44338,136052.0,231012.0,5,3.0,9.0,50,64
Hospitalizations,2022-02-12,80+,44.0,83.9,36.3,0.5,1.2,27303,15497.0,41310.0,12,13.0,15.0,80,200
Deaths,2022-06-18,All,0.0,0.2,0.2,0.0,0.0,638877,871208.0,984294.0,0,2.0,2.0,999,999
Deaths,2022-08-13,50-64,2.5,0.8,0.0,3.1,0.0,40677,126700.0,244360.0,1,1.0,0.0,50,64
Deaths,2022-11-12,18-29,0.0,0.0,0.0,0.0,0.0,82776,212328.0,161549.0,0,0.0,0.0,18,29
Cases,2023-04-22,18-29,59.5,13.5,20.4,4.4,2.9,75636,214023.0,161683.0,45,29.0,33.0,18,29
Deaths,2023-04-08,50-64,0.0,0.0,0.4,0.0,0.0,33404,125694.0,246895.0,0,0.0,1.0,50,64
Hospitalizations,2022-08-13,80+,38.1,94.3,55.7,0.4,0.7,26264,11664.0,46650.0,10,11.0,26.0,80,200
Deaths,2022-09-03,18-29,0.0,0.0,0.0,0.0,0.0,90904,211667.0,160838.0,0,0.0,0.0,18,29
Deaths,2023-10-14,80+,0.0,8.8,0.0,0.0,0.0,24292,11411.0,47164.0,0,1.0,0.0,80,200
Hospitalizations,2021-04-17,All,19.5,4.2,0.0,4.6,0.0,1616421,475163.0,0.0,316,20.0,0.0,999,999
Deaths,2023-10-07,80+,16.4,8.8,4.2,1.9,3.9,24344,11392.0,47144.0,4,1.0,2.0,80,200
Deaths,2021-07-24,18-29,0.0,0.0,0.0,0.0,0.0,215115,275913.0,0.0,0,0.0,0.0,18,29
Deaths,2023-10-28,30-49,0.0,0.0,0.3,0.0,0.0,102493,279053.0,348149.0,0,0.0,1.0,30,49
Hospitalizations,2022-12-10,18-29,12.4,3.8,4.3,3.3,2.9,80480,212671.0,161589.0,10,8.0,7.0,18,29
Cases,2023-06-17,30-49,12.9,6.8,8.9,1.9,1.4,108176,278399.0,347307.0,14,19.0,31.0,30,49
Deaths,2021-09-04,50-64,3.5,0.6,0.0,5.8,0.0,86807,323733.0,0.0,3,2.0,0.0,50,64
Cases,2023-04-01,30-49,95.5,35.2,54.7,2.7,1.7,109912,278121.0,347279.0,105,98.0,190.0,30,49
Deaths,2022-04-16,30-49,0.0,0.0,0.0,0.0,0.0,131729,288694.0,328103.0,0,0.0,0.0,30,49
Deaths,2022-01-29,65-79,38.0,24.0,6.2,1.6,6.1,50056,62587.0,145762.0,19,15.0,9.0,65,79
Deaths,2022-06-04,65-79,2.1,0.0,0.0,0.0,0.0,46947,47490.0,165480.0,1,0.0,0.0,65,79
Hospitalizations,2022-01-15,30-49,60.1,17.6,12.9,3.4,4.7,154759,346990.0,239415.0,93,61.0,31.0,30,49
Deaths,2022-08-20,50-64,0.0,0.0,0.4,0.0,0.0,40519,126270.0,244938.0,0,0.0,1.0,50,64
Hospitalizations,2021-10-30,30-49,12.3,0.8,0.0,15.4,0.0,203492,531626.0,24199.0,25,4.0,0.0,30,49
Cases,2022-01-15,18-29,1268.1,731.4,755.3,1.7,1.7,121679,248007.0,93335.0,1543,1814.0,705.0,18,29
Hospitalizations,2023-02-18,30-49,7.2,2.5,1.4,2.9,5.1,110993,277757.0,347252.0,8,7.0,5.0,30,49
Hospitalizations,2021-07-10,18-29,2.3,0.4,0.0,5.8,0.0,221917,267760.0,0.0,5,1.0,0.0,18,29
Hospitalizations,2023-07-01,18-29,0.0,0.0,0.0,0.0,0.0,74266,214137.0,161703.0,0,0.0,0.0,18,29
Cases,2021-12-18,50-64,1199.7,436.5,238.8,2.7,5.0,60515,241221.0,110556.0,726,1053.0,264.0,50,64
Hospitalizations,2021-06-05,65-79,22.2,1.7,0.0,13.1,0.0,76606,179075.0,0.0,17,3.0,0.0,65,79
Cases,2023-08-19,All,51.3,22.0,42.0,2.3,1.2,528293,860304.0,1040794.0,271,189.0,437.0,999,999
Hospitalizations,2022-10-15,80+,42.9,96.7,31.9,0.4,1.3,25625,11373.0,47058.0,11,11.0,15.0,80,200
Hospitalizations,2023-06-03,18-29,0.0,0.0,0.6,0.0,0.0,74734,214134.0,161695.0,0,0.0,1.0,18,29
Deaths,2022-06-18,30-49,0.0,0.4,0.0,0.0,0.0,128401,281885.0,338011.0,0,1.0,0.0,30,49
Cases,2023-09-02,80+,49.1,167.0,123.1,0.3,0.4,24460,11380.0,47133.0,12,19.0,58.0,80,200
Cases,2023-06-17,65-79,22.8,11.5,15.1,2.0,1.5,39420,43432.0,171735.0,9,5.0,26.0,65,79
Cases,2022-12-17,18-29,262.6,82.2,103.3,3.2,2.5,79968,212771.0,161600.0,210,175.0,167.0,18,29
Cases,2022-12-03,65-79,270.9,209.9,203.9,1.3,1.3,41351,43349.0,171626.0,112,91.0,350.0,65,79
Deaths,2023-01-07,50-64,5.8,0.0,0.0,0.0,0.0,34669,125434.0,246821.0,2,0.0,0.0,50,64
Deaths,2023-11-04,80+,0.0,0.0,2.1,0.0,0.0,24080,11553.0,47261.0,0,0.0,1.0,80,200
Hospitalizations,2023-08-19,18-29,5.4,0.5,0.0,10.8,0.0,73481,214133.0,161716.0,4,1.0,0.0,18,29
Hospitalizations,2021-10-09,All,10.6,2.8,0.0,3.8,0.0,998664,1519169.0,0.0,106,42.0,0.0,999,999
Deaths,2022-12-03,50-64,0.0,0.8,0.0,0.0,0.0,35761,125353.0,246742.0,0,1.0,0.0,50,64
Cases,2022-08-27,30-49,240.0,116.0,169.6,2.1,1.4,125403,276779.0,345420.0,301,321.0,586.0,30,49
Deaths,2022-10-22,18-29,0.0,0.0,0.0,0.0,0.0,85278,212032.0,161513.0,0,0.0,0.0,18,29
Hospitalizations,2021-05-29,30-49,12.1,0.3,0.0,40.3,0.0,314424,398788.0,0.0,38,1.0,0.0,30,49
Deaths,2022-07-23,80+,3.8,41.9,6.5,0.1,0.6,26357,11946.0,46252.0,1,5.0,3.0,80,200
Cases,2023-02-04,65-79,79.5,94.5,96.7,0.8,0.8,40248,43385.0,171692.0,32,41.0,166.0,65,79
Hospitalizations,2023-01-07,18-29,11.4,1.4,0.6,8.1,19.0,78851,212977.0,161629.0,9,3.0,1.0,18,29
Hospitalizations,2021-06-19,18-29,1.7,0.8,0.0,2.1,0.0,232120,245040.0,0.0,4,2.0,0.0,18,29
Deaths,2022-04-23,All,0.0,0.1,0.1,0.0,0.0,652046,893938.0,947960.0,0,1.0,1.0,999,999
Cases,2021-04-17,18-29,296.7,15.4,0.0,19.3,0.0,327658,65029.0,0.0,972,10.0,0.0,18,29
Cases,2021-08-07,All,155.8,72.8,0.0,2.1,0.0,1127960,1412725.0,0.0,1757,1029.0,0.0,999,999
Deaths,2021-07-03,18-29,0.0,0.0,0.0,0.0,0.0,224760,262359.0,0.0,0,0.0,0.0,18,29
Deaths,2022-07-02,All,0.3,0.3,0.4,1.0,0.8,631303,865202.0,992967.0,2,3.0,4.0,999,999
Cases,2022-09-10,30-49,198.9,80.8,133.6,2.5,1.5,124669,276027.0,346520.0,248,223.0,463.0,30,49
Hospitalizations,2022-06-25,30-49,9.4,4.3,3.8,2.2,2.5,128154,281330.0,338834.0,12,12.0,13.0,30,49
Deaths,2022-10-29,80+,0.0,35.2,2.1,0.0,0.0,25326,11370.0,47077.0,0,4.0,1.0,80,200
Hospitalizations,2023-07-01,80+,4.1,17.6,8.5,0.2,0.5,24502,11383.0,47130.0,1,2.0,4.0,80,200
Cases,2022-06-11,30-49,329.5,174.9,339.2,1.9,1.0,128697,282377.0,337248.0,424,494.0,1144.0,30,49
Cases,2021-07-24,65-79,41.2,17.8,0.0,2.3,0.0,70306,191132.0,0.0,29,34.0,0.0,65,79
Cases,2022-10-29,All,144.9,79.0,116.4,1.8,1.2,576831,846073.0,1039237.0,836,668.0,1210.0,999,999
Hospitalizations,2022-12-17,All,17.5,7.5,14.2,2.3,1.2,558425,852606.0,1039974.0,98,64.0,148.0,999,999
Cases,2022-04-09,65-79,55.9,50.9,72.0,1.1,0.8,48264,51105.0,159712.0,27,26.0,115.0,65,79
Hospitalizations,2021-05-29,50-64,35.8,1.2,0.0,29.8,0.0,125545,255939.0,0.0,45,3.0,0.0,50,64
Cases,2022-11-05,18-29,190.2,64.6,94.7,2.9,2.0,83590,212234.0,161534.0,159,137.0,153.0,18,29
Cases,2022-01-08,65-79,1705.5,1411.0,727.6,1.2,2.3,51599,73634.0,133598.0,880,1039.0,972.0,65,79
Cases,2021-12-04,65-79,307.5,182.8,31.0,1.7,9.9,54957,111079.0,93634.0,169,203.0,29.0,65,79
Cases,2021-11-06,18-29,187.4,66.9,39.1,2.8,4.8,162718,313731.0,10229.0,305,210.0,4.0,18,29
Deaths,2023-09-02,30-49,0.0,0.0,0.0,0.0,0.0,106946,278397.0,347321.0,0,0.0,0.0,30,49
Deaths,2023-02-11,All,0.5,0.5,0.2,1.0,2.5,547298,856543.0,1040368.0,3,4.0,2.0,999,999
Deaths,2021-06-19,30-49,1.7,0.0,0.0,0.0,0.0,294504,450450.0,0.0,5,0.0,0.0,30,49
Cases,2022-10-22,18-29,150.1,46.7,82.3,3.2,1.8,85278,212032.0,161513.0,128,99.0,133.0,18,29
Hospitalizations,2022-02-19,80+,22.0,59.3,21.6,0.4,1.0,27250,15168.0,41699.0,6,9.0,9.0,80,200
Cases,2023-10-14,80+,53.5,61.3,63.6,0.9,0.8,24292,11411.0,47164.0,13,7.0,30.0,80,200
Cases,2022-12-03,30-49,277.7,123.5,142.3,2.2,2.0,114875,276921.0,347113.0,319,342.0,494.0,30,49
Cases,2021-10-02,18-29,190.8,62.7,0.0,3.0,0.0,175617,307962.0,0.0,335,193.0,0.0,18,29
Cases,2023-05-06,18-29,59.7,13.1,17.3,4.6,3.5,75322,214130.0,161688.0,45,28.0,28.0,18,29
Hospitalizations,2023-11-25,All,7.3,3.5,7.5,2.1,1.0,505372,862658.0,1048252.0,37,30.0,79.0,999,999
Cases,2021-06-12,30-49,33.6,4.8,0.0,7.0,0.0,300339,438852.0,0.0,101,21.0,0.0,30,49
Cases,2022-08-27,All,195.9,109.2,165.5,1.8,1.2,606382,844687.0,1026640.0,1188,922.0,1699.0,999,999
Cases,2022-11-26,18-29,163.1,50.3,68.7,3.2,2.4,81540,212520.0,161571.0,133,107.0,111.0,18,29
Hospitalizations,2022-03-05,65-79,10.2,9.3,1.9,1.1,5.4,48917,54022.0,156028.0,5,5.0,3.0,65,79
Hospitalizations,2022-06-25,65-79,34.4,23.7,15.0,1.5,2.3,46578,46462.0,167052.0,16,11.0,25.0,65,79
Hospitalizations,2023-05-20,65-79,17.7,6.9,8.7,2.6,2.0,39539,43437.0,171728.0,7,3.0,15.0,65,79
Hospitalizations,2023-11-25,50-64,10.1,7.2,4.8,1.4,2.1,29770,125696.0,248112.0,3,9.0,12.0,50,64
Cases,2021-07-03,All,17.9,6.1,0.0,2.9,0.0,1207003,1324045.0,0.0,216,81.0,0.0,999,999
Cases,2022-08-13,18-29,308.4,125.2,189.6,2.5,1.6,91761,212510.0,159319.0,283,266.0,302.0,18,29
Deaths,2023-04-22,80+,4.1,0.0,2.1,0.0,2.0,24605,11384.0,47127.0,1,0.0,1.0,80,200
Deaths,2022-04-09,All,0.2,0.3,0.2,0.7,1.0,655822,898944.0,937807.0,1,3.0,2.0,999,999
Deaths,2023-01-28,65-79,0.0,2.3,0.0,0.0,0.0,40317,43381.0,171689.0,0,1.0,0.0,65,79
Cases,2022-08-27,65-79,197.2,141.1,150.6,1.4,1.3,45631,43956.0,170603.0,90,62.0,257.0,65,79
Cases,2022-05-14,All,365.4,265.8,400.0,1.4,0.9,646969,886432.0,961158.0,2364,2356.0,3845.0,999,999
Cases,2022-07-23,18-29,376.4,140.4,243.2,2.7,1.5,92731,213642.0,157475.0,349,300.0,383.0,18,29
Cases,2022-12-31,18-29,191.7,56.8,75.5,3.4,2.5,79293,212935.0,161619.0,152,121.0,122.0,18,29
Hospitalizations,2021-08-28,18-29,13.4,0.3,0.0,44.7,0.0,193516,291685.0,0.0,26,1.0,0.0,18,29
Deaths,2021-07-10,50-64,1.9,0.0,0.0,0.0,0.0,107073,304806.0,0.0,2,0.0,0.0,50,64
Deaths,2022-07-09,65-79,0.0,0.0,1.8,0.0,0.0,46385,45832.0,167927.0,0,0.0,3.0,65,79
Hospitalizations,2021-08-14,50-64,56.2,3.8,0.0,14.8,0.0,94229,318064.0,0.0,53,12.0,0.0,50,64
Hospitalizations,2021-12-18,50-64,170.2,22.0,7.2,7.7,23.6,60515,241221.0,110556.0,103,53.0,8.0,50,64
Cases,2022-03-12,80+,22.1,34.8,37.5,0.6,0.6,27140,14363.0,42701.0,6,5.0,16.0,80,200
Hospitalizations,2023-09-30,80+,28.7,17.6,29.7,1.6,1.0,24398,11382.0,47134.0,7,2.0,14.0,80,200
Deaths,2023-07-22,65-79,0.0,0.0,0.6,0.0,0.0,39318,43421.0,171748.0,0,0.0,1.0,65,79
Hospitalizations,2023-08-26,30-49,8.4,0.4,1.4,21.0,6.0,107080,278396.0,347321.0,9,1.0,5.0,30,49
Cases,2022-11-05,30-49,191.6,77.0,109.5,2.5,1.7,117430,276538.0,347053.0,225,213.0,380.0,30,49
Cases,2023-10-14,30-49,34.6,17.2,26.8,2.0,1.3,104020,278747.0,347612.0,36,48.0,93.0,30,49
Cases,2021-05-29,65-79,71.9,6.8,0.0,10.6,0.0,77839,175452.0,0.0,56,12.0,0.0,65,79
Deaths,2023-05-13,80+,4.1,0.0,0.0,0.0,0.0,24575,11384.0,47128.0,1,0.0,0.0,80,200
Hospitalizations,2022-04-23,All,4.6,3.1,3.3,1.5,1.4,652046,893938.0,947960.0,30,28.0,31.0,999,999
Hospitalizations,2023-06-03,80+,8.2,8.8,8.5,0.9,1.0,24536,11384.0,47129.0,2,1.0,4.0,80,200
Cases,2021-08-07,30-49,234.5,90.6,0.0,2.6,0.0,260144,501004.0,0.0,610,454.0,0.0,30,49
Deaths,2022-06-25,30-49,0.0,0.4,0.3,0.0,0.0,128154,281330.0,338834.0,0,1.0,1.0,30,49
Deaths,2022-04-02,18-29,0.0,0.0,0.0,0.0,0.0,98738,219958.0,146325.0,0,0.0,0.0,18,29
Deaths,2023-08-26,18-29,0.0,0.0,0.0,0.0,0.0,73401,214130.0,161720.0,0,0.0,0.0,18,29
Deaths,2022-02-19,80+,22.0,13.2,4.8,1.7,4.6,27250,15168.0,41699.0,6,2.0,2.0,80,200
Deaths,2023-02-11,30-49,0.0,0.0,0.0,0.0,0.0,111258,277686.0,347246.0,0,0.0,0.0,30,49
Deaths,2021-12-11,30-49,6.6,0.4,0.0,16.5,0.0,181110,452975.0,121631.0,12,2.0,0.0,30,49
Hospitalizations,2023-03-11,30-49,10.0,2.5,2.9,4.0,3.4,110407,277955.0,347264.0,11,7.0,10.0,30,49
Hospitalizations,2022-02-05,65-79,50.2,36.8,15.4,1.4,3.3,49755,59749.0,148949.0,25,22.0,23.0,65,79
Cases,2022-02-05,30-49,226.4,110.2,163.1,2.1,1.4,142252,308500.0,286318.0,322,340.0,467.0,30,49
Deaths,2023-09-23,50-64,0.0,0.0,0.0,0.0,0.0,32105,125718.0,246945.0,0,0.0,0.0,50,64
Deaths,2022-02-05,All,7.2,4.4,1.7,1.6,4.2,695615,928537.0,818642.0,50,41.0,14.0,999,999
Cases,2023-06-03,18-29,18.7,6.1,9.3,3.1,2.0,74734,214134.0,161695.0,14,13.0,15.0,18,29
Cases,2022-07-02,80+,113.4,180.6,228.7,0.6,0.5,26451,12179.0,45911.0,30,22.0,105.0,80,200
Deaths,2022-02-26,80+,18.4,27.0,7.1,0.7,2.6,27200,14818.0,42125.0,5,4.0,3.0,80,200
Hospitalizations,2021-11-06,50-64,40.9,4.7,8.0,8.7,5.1,70859,318525.0,25135.0,29,15.0,2.0,50,64
Deaths,2023-06-03,65-79,0.0,0.0,0.0,0.0,0.0,39483,43434.0,171732.0,0,0.0,0.0,65,79
Cases,2022-04-23,80+,48.3,111.4,123.0,0.4,0.4,26906,13471.0,43906.0,13,15.0,54.0,80,200
Deaths,2021-04-03,65-79,5.7,1.1,0.0,5.2,0.0,105935,91962.0,0.0,6,1.0,0.0,65,79
Cases,2022-10-01,All,103.2,56.9,92.1,1.8,1.1,591822,842535.0,1037067.0,611,479.0,955.0,999,999
Deaths,2023-06-24,65-79,0.0,0.0,0.0,0.0,0.0,39394,43428.0,171739.0,0,0.0,0.0,65,79
Hospitalizations,2023-03-04,All,8.1,4.9,7.1,1.7,1.1,544398,857702.0,1040439.0,44,42.0,74.0,999,999
Deaths,2021-09-04,18-29,0.0,0.0,0.0,0.0,0.0,188921,294893.0,0.0,0,0.0,0.0,18,29
Deaths,2023-05-06,All,0.0,0.1,0.0,0.0,0.0,537432,860338.0,1040639.0,0,1.0,0.0,999,999
Hospitalizations,2021-07-10,65-79,4.2,1.6,0.0,2.6,0.0,71806,189097.0,0.0,3,3.0,0.0,65,79
Deaths,2022-01-01,18-29,0.7,0.0,0.0,0.0,0.0,135521,266118.0,72360.0,1,0.0,0.0,18,29
Hospitalizations,2023-09-30,30-49,1.9,1.8,0.9,1.1,2.1,105830,278394.0,347333.0,2,5.0,3.0,30,49
Hospitalizations,2023-04-29,65-79,12.6,9.2,4.7,1.4,2.7,39684,43437.0,171725.0,5,4.0,8.0,65,79
Hospitalizations,2023-11-04,50-64,22.9,1.6,2.0,14.3,11.4,30620,125775.0,247617.0,7,2.0,5.0,50,64
